# CardIndex ledger — assigned once, never reused, never reordered.
#
# A card's index is its permanent rules identity: DeckEntry stores one, the
# gateway persists decks made of them, and a replay names them. So this file
# is append-only. A new card takes the next free index; a card that leaves the
# corpus retires its own and the slot stays empty.
#
# Indices are assigned by first appearance over the whole card corpus, not
# over the cards this repo implements — so adopting an old card inserts
# nothing. The order is written down rather than recomputed, because what it
# derives from (release dates, the corpus filter, Scryfall's own errata) is
# not a constant.
#
# index, oracle_id, const and set are FROZEN: the workspace names them.
# name follows Scryfall, so a rename shows in the diff.
#
# Seeded by `baylee-catalog corpus` + `cargo xtask ledger`; read by
# `cargo xtask codegen`, which never assigns. `codegen --check` fails if a run
# would change this file, so no index is assigned outside a commit.
#
# index	oracle_id	const	set	name
10640	5599ddb6-1404-4884-b6ca-c1852a521079	MARK_OF_MUTINY	zen	Mark of Mutiny
10641	d2bd182c-532f-4c77-adb8-754f2c2fcd82	MARSH_CASUALTIES	zen	Marsh Casualties
10642	dab520d0-20b4-4273-ba6b-eb07f85ea433	MARSH_FLATS	zen	Marsh Flats
10643	86d592e1-4b2d-4411-9370-48326cf55cf1	MERFOLK_SEASTALKERS	zen	Merfolk Seastalkers
10644	45b34d33-7d70-4308-8f07-bb044be891bb	MERFOLK_WAYFINDER	zen	Merfolk Wayfinder
10645	48712d36-5c13-4ded-87a4-68106da4a5cd	MINDBREAK_TRAP	zen	Mindbreak Trap
10646	22ff4e16-5c66-4076-94cc-32c281d42f03	MINDLESS_NULL	zen	Mindless Null
10647	fcfbe3b8-a955-45d8-9329-3af565a3b53c	MIRE_BLIGHT	zen	Mire Blight
10648	09dd85aa-47bc-4713-a9b9-8b52ff2285ed	MISTY_RAINFOREST	zen	Misty Rainforest
10649	7aba1039-f108-423e-8aa4-d9d8b4da2414	MOLD_SHAMBLER	zen	Mold Shambler
10650	697c851d-8475-479e-8783-cebdbe9a892d	MOLTEN_RAVAGER	zen	Molten Ravager
10651	1d6925f3-d132-4fa1-bde0-82d0128c319f	MURASA_PYROMANCER	zen	Murasa Pyromancer
10652	c96803dc-b69b-4fc3-a39b-1aad6d800e86	NARROW_ESCAPE	zen	Narrow Escape
10653	c8fedb0e-27d5-4fae-8058-3e9666a9661d	NEEDLEBITE_TRAP	zen	Needlebite Trap
10654	5093df46-92cb-4f79-a5cf-4351c1fcf36d	NIMANA_SELL_SWORD	zen	Nimana Sell-Sword
10655	0f35e73b-6a38-4185-a7d3-d237d67ba1cd	NIMBUS_WINGS	zen	Nimbus Wings
10656	113fc13a-6df9-4eed-b9d4-002a85a036a1	NISSA_REVANE	zen	Nissa Revane
10657	d14c9d2b-41c7-4c9a-a66a-cda34d29c7ba	NISSA_S_CHOSEN	zen	Nissa's Chosen
10658	63ec8167-2dc3-49a6-a7ed-6b1474bbda2c	NOBLE_VESTIGE	zen	Noble Vestige
10659	154104b7-4125-4276-8bc7-9a6edfe48cb9	OB_NIXILIS_THE_FALLEN	zen	Ob Nixilis, the Fallen
10660	c3b3e070-28f6-4852-816e-caffe358b6fe	OBSIDIAN_FIREHEART	zen	Obsidian Fireheart
10661	f4232466-dd6a-49bf-be6c-95905c3ded17	ONDU_CLERIC	zen	Ondu Cleric
10662	6c5b02eb-7829-436a-8555-fea200e4b67f	ORACLE_OF_MUL_DAYA	zen	Oracle of Mul Daya
10663	043fa53c-8a46-4fbd-836f-2403c62e0121	ORAN_RIEF_RECLUSE	zen	Oran-Rief Recluse
10664	36b4c44a-7682-4876-ae2a-35112cb55ec0	ORAN_RIEF_SURVIVALIST	zen	Oran-Rief Survivalist
10665	e88027a6-24cc-4a8b-86db-734f26149ea8	ORAN_RIEF_THE_VASTWOOD	zen	Oran-Rief, the Vastwood
10666	c1459d75-2bc2-4dae-8c7e-4e759a4dffc9	PARALYZING_GRASP	zen	Paralyzing Grasp
10667	0f7c70c4-9795-4c76-8b27-043942a963c6	PILLARFIELD_OX	zen	Pillarfield Ox
10668	6bc8fd7e-7616-484a-ac23-04d37c93733b	PIRANHA_MARSH	zen	Piranha Marsh
10669	26e75f0b-3a02-4989-8429-b6276e98ac33	PITFALL_TRAP	zen	Pitfall Trap
10670	d1efc4fd-2978-4434-8fdf-ddc05484ebb1	PLATED_GEOPEDE	zen	Plated Geopede
10671	f6175cca-0e19-4db8-a175-3369fb650f24	PREDATORY_URGE	zen	Predatory Urge
10672	5cd064b9-1277-4edc-bf2c-82eb5e62f9d7	PRIMAL_BELLOW	zen	Primal Bellow
10673	1890ef1b-38e5-432d-b040-f33cea7814e7	PUNISHING_FIRE	zen	Punishing Fire
10674	85845b6c-abb5-4591-b987-a375972cf25b	PYROMANCER_ASCENSION	zen	Pyromancer Ascension
10675	d7f7b882-90cb-4031-8a57-8e721bc905ac	QUEST_FOR_ANCIENT_SECRETS	zen	Quest for Ancient Secrets
10676	71220cc2-5f3d-4c97-ae66-05b1b79adef1	QUEST_FOR_PURE_FLAME	zen	Quest for Pure Flame
10677	c762361a-0b72-4db5-8b6f-715ca42d5067	QUEST_FOR_THE_GEMBLADES	zen	Quest for the Gemblades
10678	c5f92560-dc82-4bd2-ae6b-4c3942d458b7	QUEST_FOR_THE_GRAVELORD	zen	Quest for the Gravelord
10679	0fa5803b-3604-46c7-9774-bf70e4a2b925	QUEST_FOR_THE_HOLY_RELIC	zen	Quest for the Holy Relic
10680	2d3e6549-6cc6-434f-a189-ba3b55e64c34	RAMPAGING_BALOTHS	p09	Rampaging Baloths
10681	e0bea449-7601-48ee-a522-f1bbe6905f6d	RAVENOUS_TRAP	zen	Ravenous Trap
10682	604aded2-64c2-4474-b5b7-8c83e0e3fe76	RECKLESS_SCHOLAR	zen	Reckless Scholar
10683	92381398-94f6-471f-874a-b5894e6f9487	RELIC_CRUSH	zen	Relic Crush
10684	fb60739e-1dc3-481d-a056-ad72e665c680	RITE_OF_REPLICATION	zen	Rite of Replication
10685	7e0d2965-bbcd-4214-b1b6-c0d2601ce078	ROIL_ELEMENTAL	zen	Roil Elemental
10686	ece9d3e5-79e5-4c56-9e8d-8abcd819c041	RUINOUS_MINOTAUR	zen	Ruinous Minotaur
10687	259efd92-416e-42d9-b501-ac1338fd35fc	RUNEFLARE_TRAP	zen	Runeflare Trap
10688	e3d08582-85ba-48c4-a453-4a5a385a0c3e	SADISTIC_SACRAMENT	zen	Sadistic Sacrament
10689	bc243497-d95a-44e0-b7e3-c56b4ff7cd69	SAVAGE_SILHOUETTE	zen	Savage Silhouette
10690	cb027150-848c-4a66-88ad-e20222304dd8	SCALDING_TARN	zen	Scalding Tarn
10691	f1e0eda0-4a5e-4f1f-8131-ba58a58887cf	SCUTE_MOB	zen	Scute Mob
10692	4d0fa514-87fc-46ff-bf49-4cd332396978	SCYTHE_TIGER	zen	Scythe Tiger
10693	6eed122b-9760-47fd-8ba2-adeda8054e0d	SEA_GATE_LOREMASTER	zen	Sea Gate Loremaster
10694	877c6bb4-487c-4eea-b4af-f28fe1515fb6	SEASCAPE_AERIALIST	zen	Seascape Aerialist
10695	10c0f705-4c23-4761-afa9-4a29cf90e8ae	SEISMIC_SHUDDER	zen	Seismic Shudder
10696	73b3e242-075d-4c4d-9b09-6fef1633c348	SEJIRI_REFUGE	zen	Sejiri Refuge
10697	aa241f75-ce34-49a8-8ffd-785172249bcf	SHATTERSKULL_GIANT	zen	Shatterskull Giant
10698	d8c70f2f-985c-4982-97eb-99da3810e048	SHEPHERD_OF_THE_LOST	zen	Shepherd of the Lost
10699	4ed55e9c-84ea-42a3-a32f-469da56b3eb5	SHIELDMATE_S_BLESSING	zen	Shieldmate's Blessing
10700	8a1d14c2-ca31-4711-b385-f4af0c1c0b04	SHOAL_SERPENT	zen	Shoal Serpent
10701	d9b7881b-915a-42f1-bd2f-0aaa900a8981	SKY_RUIN_DRAKE	zen	Sky Ruin Drake
10702	924e20d5-b8a0-4883-9273-97ca01bf702a	SLAUGHTER_CRY	zen	Slaughter Cry
10703	a37544b6-0048-4213-8e40-76ba8a0b6d1b	SOARING_SEACLIFF	zen	Soaring Seacliff
10704	c151e8b7-4b28-4f03-8a81-9bf623f893d7	SORIN_MARKOV	zen	Sorin Markov
10705	24b11ede-26c8-40ed-b874-c0f6b21572c3	SOUL_STAIR_EXPEDITION	zen	Soul Stair Expedition
10706	d64b0848-0193-4025-ba62-63ecd8fb9f50	SPELL_PIERCE	zen	Spell Pierce
10707	3951f13e-f6dd-4d67-a088-23925baaf99b	SPHINX_OF_JWAR_ISLE	zen	Sphinx of Jwar Isle
10708	25597913-aa17-4e3b-a4e9-371ce1459160	SPHINX_OF_LOST_TRUTHS	zen	Sphinx of Lost Truths
10709	04979f18-1ba8-47a3-a078-ab6b84bfac72	SPIDERSILK_NET	zen	Spidersilk Net
10710	ef84d5e2-5db7-40e7-af49-a2f6f494a8a4	SPIRE_BARRAGE	zen	Spire Barrage
10711	af32757c-9d3c-4f6c-a6fa-d5729a440382	SPREADING_SEAS	zen	Spreading Seas
10712	b16cef02-dcf8-4866-ac42-6ee929ddbea2	STEPPE_LYNX	zen	Steppe Lynx
10713	841b1010-a7d3-415e-b76d-7b50fea909cb	STONEWORK_PUMA	zen	Stonework Puma
10714	b9b0c209-e346-45ee-a272-0b53589c21df	SUMMONER_S_BANE	zen	Summoner's Bane
10715	2faa8dc1-0370-458c-9aef-44f81a9b5cd5	SUMMONING_TRAP	zen	Summoning Trap
10716	f5aeed95-24f8-4f28-9e7c-1e3502d013cd	SUNSPRING_EXPEDITION	zen	Sunspring Expedition
10717	23c52252-1e65-4e04-98d3-0ac06a565016	SURRAKAR_MARAUDER	zen	Surrakar Marauder
10718	5ef498fa-31d5-4eca-873d-6b2b1f7f9a3c	TAJURU_ARCHER	zen	Tajuru Archer
10719	a533df83-782f-4f77-a0be-312ae56f6447	TANGLESAP	zen	Tanglesap
10720	4a9437a6-4e61-48b6-8194-1c6ba6432250	TEETERING_PEAKS	zen	Teetering Peaks
10721	dfd2bc6e-32c8-4027-9c0d-8a3050b8eeda	TEMPEST_OWL	zen	Tempest Owl
10722	d688baac-0574-4d88-b7eb-a7384c298ef5	TERRA_STOMPER	zen	Terra Stomper
10723	f772e767-a931-4891-94eb-d92a8ca7f8c1	TERRITORIAL_BALOTH	zen	Territorial Baloth
10724	e53532db-5b14-429e-8437-a369c5b8632b	TIMBERMAW_LARVA	zen	Timbermaw Larva
10725	64231f03-ea89-4589-8ef8-a87dc9448e7b	TORCH_SLINGER	zen	Torch Slinger
10726	634d5009-cbf3-44cb-8c15-7057f501a210	TRAILBLAZER_S_BOOTS	zen	Trailblazer's Boots
10727	9792ae99-7b3a-46cb-bd22-0b33c499ce1a	TRAPFINDER_S_TRICK	zen	Trapfinder's Trick
10728	8aa0125c-29fe-4f31-985c-de2da3dbc602	TRAPMAKER_S_SNARE	zen	Trapmaker's Snare
10729	394fae8f-3757-4e08-b97c-5d7c451f4e72	TRUSTY_MACHETE	zen	Trusty Machete
10730	200ce414-8583-4bbd-88a6-ca30babb613d	TUKTUK_GRUNTS	zen	Tuktuk Grunts
10731	661a99ef-8d5b-4aac-98f6-52b17a8ecf52	TURNTIMBER_BASILISK	zen	Turntimber Basilisk
10732	62934aab-b6fa-41b2-ac05-d3fa0e3c5a79	TURNTIMBER_GROVE	zen	Turntimber Grove
10733	391fdf1e-e489-410e-9f33-b674fd98d0fc	TURNTIMBER_RANGER	zen	Turntimber Ranger
10734	a58ee84f-1d9c-4924-b7b1-14a9b2ba3b98	UMARA_RAPTOR	zen	Umara Raptor
10735	fb901095-2ea4-4b9e-ad5a-2892894dc4c3	UNSTABLE_FOOTING	zen	Unstable Footing
10736	1bc44216-4e06-4f66-89b7-5c327004604e	VALAKUT_THE_MOLTEN_PINNACLE	pzen	Valakut, the Molten Pinnacle
10737	fcb2a95b-cef0-4b29-8b2b-538f380aff2b	VAMPIRE_HEXMAGE	zen	Vampire Hexmage
10738	dc261758-0982-4b7d-9986-042c03cc8366	VAMPIRE_LACERATOR	zen	Vampire Lacerator
10739	feb244f8-bcb1-44cf-9940-2719221a7309	VAMPIRE_NIGHTHAWK	zen	Vampire Nighthawk
10740	9e88796b-f37f-4f9f-9a6f-695db2801f0e	VAMPIRE_S_BITE	zen	Vampire's Bite
10741	a17a86a3-9f9c-4e09-93e6-e543a70733bc	VASTWOOD_GORGER	zen	Vastwood Gorger
10742	67d60b24-d429-4ded-90d9-06e49f28c396	VERDANT_CATACOMBS	zen	Verdant Catacombs
10743	8998d211-5ca6-41d2-bc64-f51f70bd41e5	VINES_OF_VASTWOOD	zen	Vines of Vastwood
10744	47f75e25-8a52-4452-a3a8-bf1bd00942d1	WARREN_INSTIGATOR	zen	Warren Instigator
10745	010c660a-a67b-48f0-a63a-15470eb89f69	WELKIN_TERN	zen	Welkin Tern
10746	b3ef64ad-a57e-44d9-9797-3f479741c497	WINDBORNE_CHARGE	zen	Windborne Charge
10747	9a3b16ae-210b-4d9b-83db-2801edfba394	WINDRIDER_EEL	zen	Windrider Eel
10748	2ac27b74-aa44-412d-8099-ace5009628f0	WORLD_QUELLER	zen	World Queller
10749	45bd5e97-f34e-47bc-ad21-da42d3444431	ZEKTAR_SHRINE_EXPEDITION	zen	Zektar Shrine Expedition
10750	01ab37a4-21d2-49f4-9b85-cb522a4d04ad	ZENDIKAR_FARGUIDE	zen	Zendikar Farguide
10751	7282f643-191b-41be-9f6f-82360c915d6d	ABYSSAL_PERSECUTOR	wwk	Abyssal Persecutor
10752	78a7bb30-fc60-410c-b086-862b5521c1aa	ADMONITION_ANGEL	wwk	Admonition Angel
10753	3a0dd318-9523-4740-b0aa-a911032e3851	AETHER_TRADEWINDS	wwk	Aether Tradewinds
10754	9c462cd8-36f9-4e39-adf3-310ad4d76051	AGADEEM_OCCULTIST	wwk	Agadeem Occultist
10755	eb448589-28e1-49d4-ba3e-7ddb4341fdc5	AKOUM_BATTLESINGER	wwk	Akoum Battlesinger
10756	dba16032-66c1-4ccb-9d65-d41ac550d182	AMULET_OF_VIGOR	wwk	Amulet of Vigor
10757	0c201f79-9eca-48c8-88ba-a20fa6918a07	ANOWON_THE_RUIN_SAGE	wwk	Anowon, the Ruin Sage
10758	c025d558-aae8-4146-923b-a98035025a42	APEX_HAWKS	wwk	Apex Hawks
10759	4567a528-75f0-4ea6-b927-3a500caf76ac	ARBOR_ELF	wwk	Arbor Elf
10760	434e58f4-4237-454f-a2d0-61885c9aafaa	ARCHON_OF_REDEMPTION	wwk	Archon of Redemption
10761	4ba5b3f6-503b-43e6-b66e-4f8c55cffed7	AVENGER_OF_ZENDIKAR	wwk	Avenger of Zendikar
10762	f5f4dd28-f4ae-4d39-b9b8-6ebfd63c93fe	BASILISK_COLLAR	wwk	Basilisk Collar
10763	46762944-8364-45c4-8008-e693e97ddc46	BATTLE_HURDA	wwk	Battle Hurda
10764	21ad7067-3210-42d6-9009-0784b2834227	BAZAAR_TRADER	wwk	Bazaar Trader
10765	ef08d371-9d6c-4a2d-a444-d475fbf1b633	BESTIAL_MENACE	wwk	Bestial Menace
10766	93e1d3a6-e12f-4a0a-be0f-fbf568d89f1a	BLOODHUSK_RITUALIST	wwk	Bloodhusk Ritualist
10767	04b7362d-0490-4cb0-b5d7-2a7732f659ce	BOJUKA_BOG	wwk	Bojuka Bog
10768	a1d82070-3198-4ead-9431-d90661e29741	BOJUKA_BRIGAND	wwk	Bojuka Brigand
10769	ae150b53-7c4e-48ce-abcf-cfe1e68bb4d5	BRINK_OF_DISASTER	wwk	Brink of Disaster
10770	0140cf53-71ef-4d37-9197-48aab35ca4a2	BULL_RUSH	wwk	Bull Rush
10771	a85197ab-dc94-4b72-9716-8dbdbbe90ff8	BUTCHER_OF_MALAKIR	wwk	Butcher of Malakir
10772	36593200-e53c-46e4-a04e-8deec8273c65	CALCITE_SNAPPER	wwk	Calcite Snapper
10773	5b84101e-7e23-437d-835c-409bc061ecbb	CANOPY_COVER	wwk	Canopy Cover
10774	91c83b1e-32d9-4bb4-9a71-05fbb0cb8134	CAUSTIC_CRAWLER	wwk	Caustic Crawler
10775	876ac6f6-74de-4666-84c6-83d81f054723	CELESTIAL_COLONNADE	pwwk	Celestial Colonnade
10776	086b2564-9114-4ba2-94fd-b490f98f38a7	CHAIN_REACTION	wwk	Chain Reaction
10777	94b86278-bfa6-4be4-8114-09b6c6c85724	CLAWS_OF_VALAKUT	wwk	Claws of Valakut
10778	9c2b262b-53c0-41a1-8f1a-0c336453d4bf	COMET_STORM	p10	Comet Storm
10779	3902048e-b7bf-4676-be92-e590bc76c729	CORRUPTED_ZENDIKON	wwk	Corrupted Zendikon
10780	1253de62-6218-401c-9d98-a5ec8617e0d8	COSI_S_RAVAGER	wwk	Cosi's Ravager
10781	250cb58b-2924-4dff-92fe-ac0ebbbeb218	CREEPING_TAR_PIT	wwk	Creeping Tar Pit
10782	68a1a67e-9d40-47dd-b282-6c1b15465f62	CRUSHER_ZENDIKON	wwk	Crusher Zendikon
10783	ab4a25d8-e1d0-454e-9d06-f7960a0352bc	CUNNING_SPARKMAGE	wwk	Cunning Sparkmage
10784	2a4b77f0-81ac-48a6-961b-bd63e99f74cf	DEAD_RECKONING	wwk	Dead Reckoning
10785	e08722b3-0f79-4c82-b298-603e04a37857	DEATH_S_SHADOW	wwk	Death's Shadow
10786	1d3cfdd3-e16f-4955-9b81-0d6fc981c168	DEATHFORGE_SHAMAN	wwk	Deathforge Shaman
10787	6d7be242-a072-40ce-b540-95880506cccd	DISPEL	wwk	Dispel
10788	b6fb79c3-cd32-4045-8177-e52841eea65b	DRAGONMASTER_OUTCAST	wwk	Dragonmaster Outcast
10789	a9789ce4-69cf-435c-b99a-78a21609830c	DREAD_STATUARY	wwk	Dread Statuary
10790	27c84b2e-fc66-45a6-a5ad-d3ef204d5077	ENCLAVE_ELITE	wwk	Enclave Elite
10791	0a79237e-0811-4a8a-bd4d-db3ca91bff22	EVERFLOWING_CHALICE	wwk	Everflowing Chalice
10792	b8f566ea-8283-4afa-9ac8-737e26419283	EXPLORE	wwk	Explore
10793	10d13ff6-c4d0-4753-8939-a8a90f0e92bb	EYE_OF_UGIN	wwk	Eye of Ugin
10794	efbb5b87-d175-477e-a490-85dd98b62de6	FERAL_CONTEST	wwk	Feral Contest
10795	314748a6-4e7f-4afb-b77e-5ef366e02b90	FLEDGLING_GRIFFIN	wwk	Fledgling Griffin
10796	be6e835c-822e-45ff-a992-249d4d9781dc	GNARLID_PACK	wwk	Gnarlid Pack
10797	a920d37e-e172-41f7-bfbf-c18821dcbed7	GOBLIN_ROUGHRIDER	wwk	Goblin Roughrider
10798	73115500-4468-43b3-9151-13e3da9050c5	GOLIATH_SPHINX	wwk	Goliath Sphinx
10799	0ae0c880-a508-471f-a90b-029c417f6b3b	GRAPPLER_SPIDER	wwk	Grappler Spider
10800	b0553bf6-ecc1-4d08-9777-19827658355b	GRAYPELT_HUNTER	wwk	Graypelt Hunter
10801	fcfe4750-5311-45d2-8d8e-7b71e69368a2	GROTAG_THRASHER	wwk	Grotag Thrasher
10802	ddbacb74-1f98-4607-a92e-d14973b9d0ef	GROUNDSWELL	wwk	Groundswell
10803	44154004-e50e-45d1-bde0-ba6e3354067c	GUARDIAN_ZENDIKON	wwk	Guardian Zendikon
10804	e9ad9df4-2fd6-4a22-b861-0a8d28f2fe10	HADA_FREEBLADE	wwk	Hada Freeblade
10805	42d121a2-5266-483a-ab16-e0a8073cd6a3	HALIMAR_DEPTHS	wwk	Halimar Depths
10806	fd3e37c9-93bf-4f3e-a279-22afbffd8d43	HALIMAR_EXCAVATOR	wwk	Halimar Excavator
10807	78ba3363-0fc8-42a9-b586-69d0795ca65e	HAMMER_OF_RUIN	wwk	Hammer of Ruin
10808	ead985ec-f29f-4a3b-b8b1-061142cc5bd1	HARABAZ_DRUID	wwk	Harabaz Druid
10809	1b2826ea-a3d5-4b8a-b362-0b0880d1cc48	HEDRON_ROVER	wwk	Hedron Rover
10810	9c724912-5afd-4813-affb-4dbda64fd4ee	HORIZON_DRAKE	wwk	Horizon Drake
10811	abbfbe50-4caf-48d0-b8f1-f2c9212bcd2f	IONA_S_JUDGMENT	wwk	Iona's Judgment
10812	7f77a84e-5a4b-4834-aefa-3cecc175ae8e	JACE_THE_MIND_SCULPTOR	wwk	Jace, the Mind Sculptor
10813	376d90f6-2ceb-4d9e-a04d-3dd5bafd1e8b	JAGWASP_SWARM	wwk	Jagwasp Swarm
10814	aa16307a-9c1f-4538-872c-95206e2b7a6e	JOIN_THE_RANKS	wwk	Join the Ranks
10815	8959a147-75b1-4f4a-a699-cb354ff55e59	JORAGA_WARCALLER	pwwk	Joraga Warcaller
10816	0b0c02eb-4d9e-4fea-bad6-9ef5d7bb5295	JWARI_SHAPESHIFTER	wwk	Jwari Shapeshifter
10817	77e319da-d782-4258-bf0e-626755e5adc9	KALASTRIA_HIGHBORN	wwk	Kalastria Highborn
10818	f8bf3d91-cb50-48ce-88c6-cdcb37b64b57	KAZUUL_TYRANT_OF_THE_CLIFFS	wwk	Kazuul, Tyrant of the Cliffs
10819	b2d5ba45-8674-4428-89db-c2bbbf0bf5c5	KHALNI_GARDEN	wwk	Khalni Garden
10820	b079f9db-974d-4525-a894-57b754ba9dcc	KITESAIL	wwk	Kitesail
10821	c2157f2c-a3a4-47aa-b33e-b2c65e11c2e5	KITESAIL_APPRENTICE	wwk	Kitesail Apprentice
10822	fb37ff1c-7461-4a16-b27f-6eef0db937fe	KOR_FIREWALKER	wwk	Kor Firewalker
10823	340de307-982a-4b26-9dc0-99113dc766cd	LAVACLAW_REACHES	wwk	Lavaclaw Reaches
10824	0ee14128-3bec-4b65-8ee4-619337d4ed45	LEATHERBACK_BALOTH	wwk	Leatherback Baloth
10825	7f31aa43-cf75-4488-b47f-e16e923a2d01	LIGHTKEEPER_OF_EMERIA	wwk	Lightkeeper of Emeria
10826	18961e25-3feb-4dba-a77f-240a4d664ecb	LOAM_LION	wwk	Loam Lion
10827	a698c9f5-325a-49f6-8902-eef09f4260c5	LODESTONE_GOLEM	wwk	Lodestone Golem
10828	7b2eb6f2-bd13-4eb6-b91a-c0fa8f3d96af	MARSH_THREADER	wwk	Marsh Threader
10829	41fb2b0e-d0a0-4e47-a6f3-fc9860ade65a	MARSHAL_S_ANTHEM	wwk	Marshal's Anthem
10830	3e0756d8-c2bd-40f1-a281-0828c5a2da03	MIRE_S_TOLL	wwk	Mire's Toll
10831	c02ed1b7-1f8d-4196-a9b6-65e1b5a763d7	MORDANT_DRAGON	wwk	Mordant Dragon
10832	3708eaae-9306-46b2-ae41-7ce6c50be3c7	MYSTERIES_OF_THE_DEEP	wwk	Mysteries of the Deep
10833	6d4e558e-9109-4918-a082-fdcbaffd516b	NATURE_S_CLAIM	wwk	Nature's Claim
10834	1c6f95fd-f8d0-4d22-aa21-29e5c70b2f85	NEMESIS_TRAP	wwk	Nemesis Trap
10835	c3aa2554-1cea-45e7-8fc7-1c09bd82fadb	NOVABLAST_WURM	wwk	Novablast Wurm
10836	9da896e1-2256-425b-b801-1ae6f0470559	OMNATH_LOCUS_OF_MANA	wwk	Omnath, Locus of Mana
10837	05608055-d97a-4c8f-833d-47b3dd1ea255	PERIMETER_CAPTAIN	wwk	Perimeter Captain
10838	f037b319-e559-42ad-bcfe-d43d07ce05e7	PERMAFROST_TRAP	wwk	Permafrost Trap
10839	66155010-cc2c-449a-85d5-92c95aade514	PILGRIM_S_EYE	wwk	Pilgrim's Eye
10840	f916f689-a314-4952-8107-41c4c2f2e811	PULSE_TRACKER	wwk	Pulse Tracker
10841	1d28ed9a-cc4e-48d9-a1a6-7504fc6cc56d	QUAG_VAMPIRES	wwk	Quag Vampires
10842	cba4ab80-09e8-4868-a082-a9a3bade9571	QUEST_FOR_RENEWAL	wwk	Quest for Renewal
10843	434807c5-5948-4181-a46c-2c834d0a2f0b	QUEST_FOR_ULA_S_TEMPLE	wwk	Quest for Ula's Temple
10844	2e19baba-2d66-4e3a-b2bf-cb27dce89f44	QUEST_FOR_THE_GOBLIN_LORD	wwk	Quest for the Goblin Lord
10845	7f65178e-dd2e-44aa-a68f-f8694e0b250a	QUEST_FOR_THE_NIHIL_STONE	wwk	Quest for the Nihil Stone
10846	8d38194e-b607-4ff4-9c19-0e8636d463bf	RAGING_RAVINE	wwk	Raging Ravine
10847	f2649e48-4252-43f3-bd1e-c4c6fcb0aa3a	RAZOR_BOOMERANG	wwk	Razor Boomerang
10848	0fc0554d-da45-49d2-941b-3f6c6458e823	REFRACTION_TRAP	wwk	Refraction Trap
10849	c7f08962-6c54-4fd5-a55e-7513e758af32	REST_FOR_THE_WEARY	wwk	Rest for the Weary
10850	15df3467-c67e-4ae2-9e6f-ffb6ad288a5a	RICOCHET_TRAP	wwk	Ricochet Trap
10851	5e90f187-42fe-4f32-ad75-302e6709192d	ROILING_TERRAIN	wwk	Roiling Terrain
10852	169705c3-32c1-4628-b108-c37ca5f27e24	RUIN_GHOST	wwk	Ruin Ghost
10853	851a2214-5f87-4e5b-b099-1c5c90784a97	RUMBLING_AFTERSHOCKS	wwk	Rumbling Aftershocks
10854	b7748ad6-a8cd-45e7-a4d6-4ee747722657	RUTHLESS_CULLBLADE	wwk	Ruthless Cullblade
10855	458800d3-47b7-4f28-8371-25c8d1e60011	SCRIB_NIBBLERS	wwk	Scrib Nibblers
10856	74b08a70-b0bb-4340-98a0-b1d5b7c9d2cc	SEARING_BLAZE	wwk	Searing Blaze
10857	9929d7ba-cdc5-4099-a0ee-3a15073336f3	SEER_S_SUNDIAL	wwk	Seer's Sundial
10858	74231a46-7e2d-497f-ae66-b40f8989551c	SEJIRI_MERFOLK	wwk	Sejiri Merfolk
10859	3dfbf95e-a91b-429c-96e2-95ac777e7027	SEJIRI_STEPPE	wwk	Sejiri Steppe
10860	3cfb4977-5b6d-4220-9c54-70920b3087ed	SELECTIVE_MEMORY	wwk	Selective Memory
10861	02c08d0b-0d76-4533-a7e9-d40c7c4b3450	SHORELINE_SALVAGER	wwk	Shoreline Salvager
10862	14646c85-12ad-4b99-a2af-e4a790e034ef	SKITTER_OF_LIZARDS	wwk	Skitter of Lizards
10863	c6d39445-dfc2-42c3-afd2-016fdf008f0e	SLAVERING_NULLS	wwk	Slavering Nulls
10864	66ce0ae5-7000-4e4a-891f-f571f0e58cd7	SLINGBOW_TRAP	wwk	Slingbow Trap
10865	cfa3288d-e521-4a13-bcb3-7950a94e1746	SMOLDERING_SPIRES	wwk	Smoldering Spires
10866	bb4e1340-da63-46b8-a5e3-79dfedec3e78	SNAPPING_CREEPER	wwk	Snapping Creeper
10867	01003192-8927-4e55-8dd9-e9e088a3fbe4	SPELL_CONTORTION	wwk	Spell Contortion
10868	e900f211-dc8b-40f7-a217-1b1462b15c26	STIRRING_WILDWOOD	wwk	Stirring Wildwood
10869	47cd98e2-0eaf-4292-a840-c5e8d035c83c	STONE_IDOL_TRAP	wwk	Stone Idol Trap
10870	358789f9-7d87-411d-919e-d597da665cbd	STONEFORGE_MYSTIC	wwk	Stoneforge Mystic
10871	132401fb-6754-4190-9c85-1e57e7f63ed6	STRENGTH_OF_THE_TAJURU	wwk	Strength of the Tajuru
10872	01799149-4bca-417b-9e89-14493fd46c79	SUMMIT_APES	wwk	Summit Apes
10873	d48fd4b7-b60c-4932-abed-a8df1184db25	SURRAKAR_BANISHER	wwk	Surrakar Banisher
10874	98914c0e-967f-4c8b-bd74-e2ce15c7fe95	TALUS_PALADIN	wwk	Talus Paladin
10875	4927150d-7ff6-4232-b20e-d2ea245ac710	TECTONIC_EDGE	wwk	Tectonic Edge
10876	17975a20-2c13-4325-be1e-0bcda5063a2d	TERASTODON	wwk	Terastodon
10877	a5ce8125-da02-48b0-83cd-871c934352b0	TERRA_ETERNAL	wwk	Terra Eternal
